Model;Prompt;Repetition;Success;Feedback_Round_0;Feedback_Round_1;Feedback_Round_2;Feedback_Round_3;Feedback_Round_4;Feedback_Round_5;String Handling;List or Array Operation;Mathematical Calculation;Logical Condition;ABAP Database Operation
gpt-oss_20b;64;8;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;True;;
gpt-oss_20b;64;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;65;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;65;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;65;2;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;True;;True;;
gpt-oss_20b;65;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;;
gpt-oss_20b;65;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;65;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;65;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;;
gpt-oss_20b;65;7;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;65;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;65;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;66;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;True;
gpt-oss_20b;66;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;True;
gpt-oss_20b;66;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;True;
gpt-oss_20b;66;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;True;
gpt-oss_20b;66;4;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;True;;True;True;
gpt-oss_20b;66;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;True;
gpt-oss_20b;66;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;;True;;True;True;
gpt-oss_20b;66;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;True;
gpt-oss_20b;66;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;True;
gpt-oss_20b;66;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;True;
gpt-oss_20b;67;0;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;67;1;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;67;2;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;67;3;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;67;4;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;67;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;67;6;True;unit tests were successful;;;;;;True;;True;;
gpt-oss_20b;67;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;67;8;True;unit tests were successful;;;;;;True;;True;;
gpt-oss_20b;67;9;True;unit tests were successful;;;;;;True;;True;;
gpt-oss_20b;68;0;True;unit test failed;unit tests were successful;;;;;;True;;True;
gpt-oss_20b;68;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;68;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;68;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;68;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;68;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;68;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;68;7;False;syntax check failed;syntax check failed;unit test failed;unit test failed;;;;True;;True;
gpt-oss_20b;68;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;68;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;69;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;69;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;69;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;69;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;69;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;69;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;69;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;;True;
gpt-oss_20b;69;7;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;;True;
gpt-oss_20b;69;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;;True;
gpt-oss_20b;69;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;7;0;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;7;1;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;7;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;;True;
gpt-oss_20b;7;3;False;syntax check failed;unit test failed;unit test failed;syntax check failed;;;True;True;;True;
gpt-oss_20b;7;4;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;;;True;True;;True;
gpt-oss_20b;7;5;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;7;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;True;
gpt-oss_20b;7;7;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;7;8;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;7;9;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;70;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;70;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;70;2;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;;True;
gpt-oss_20b;70;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;;True;
gpt-oss_20b;70;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;70;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;70;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;70;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;70;8;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;
gpt-oss_20b;70;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;71;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;
gpt-oss_20b;71;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;71;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;71;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;71;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;71;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;71;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;;True;True;
gpt-oss_20b;71;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;;True;True;
gpt-oss_20b;71;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;71;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;72;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;72;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;72;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;72;3;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;True;True;
gpt-oss_20b;72;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
gpt-oss_20b;72;5;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;True;True;
gpt-oss_20b;72;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
gpt-oss_20b;72;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;72;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
gpt-oss_20b;72;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;73;0;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;;True;
gpt-oss_20b;73;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;73;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;73;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;73;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;73;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;73;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;73;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;73;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;73;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;74;0;False;syntax check failed;syntax check failed;syntax check failed;;;;True;True;;True;
gpt-oss_20b;74;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;True;
gpt-oss_20b;74;2;False;syntax check failed;syntax check failed;;;;;True;True;;True;
gpt-oss_20b;74;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;True;
gpt-oss_20b;74;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;True;
gpt-oss_20b;74;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
gpt-oss_20b;74;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;True;
gpt-oss_20b;74;7;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;74;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;True;;True;
gpt-oss_20b;74;9;True;syntax check failed;unit tests were successful;;;;;True;True;;True;
gpt-oss_20b;75;0;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;;;;True;True;
gpt-oss_20b;75;1;True;syntax check failed;unit tests were successful;;;;;;;True;True;
gpt-oss_20b;75;2;True;syntax check failed;unit tests were successful;;;;;;;True;True;
gpt-oss_20b;75;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;
gpt-oss_20b;75;4;False;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;unit test failed;;;True;True;
gpt-oss_20b;75;5;True;unit tests were successful;;;;;;;;True;True;
gpt-oss_20b;75;6;True;unit tests were successful;;;;;;;;True;True;
gpt-oss_20b;75;7;True;unit tests were successful;;;;;;;;True;True;
gpt-oss_20b;75;8;True;syntax check failed;syntax check failed;unit tests were successful;;;;;;True;True;
gpt-oss_20b;75;9;True;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit tests were successful;;;;True;True;
gpt-oss_20b;76;0;True;syntax check failed;unit test failed;unit tests were successful;;;;;;True;True;
gpt-oss_20b;76;1;True;syntax check failed;unit tests were successful;;;;;;;True;True;
gpt-oss_20b;76;2;False;unit test failed;syntax check failed;unit test failed;;;;;;True;True;
gpt-oss_20b;76;3;True;unit tests were successful;;;;;;;;True;True;
gpt-oss_20b;76;4;False;syntax check failed;unit test failed;syntax check failed;unit test failed;;;;;True;True;
gpt-oss_20b;76;5;True;syntax check failed;unit tests were successful;;;;;;;True;True;
gpt-oss_20b;76;6;False;unit test failed;unit test failed;unit test failed;;;;;;True;True;
gpt-oss_20b;76;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;76;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;76;9;True;syntax check failed;unit tests were successful;;;;;;;True;True;
gpt-oss_20b;77;0;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;True;
gpt-oss_20b;77;1;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;True;True;
gpt-oss_20b;77;2;True;unit tests were successful;;;;;;;;True;True;
gpt-oss_20b;77;3;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;True;
gpt-oss_20b;77;4;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;
gpt-oss_20b;77;5;True;unit test failed;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;
gpt-oss_20b;77;6;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;;True;True;
gpt-oss_20b;77;7;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;True;True;
gpt-oss_20b;77;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;77;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;
gpt-oss_20b;78;0;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;78;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;78;2;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;;True;;True;;
gpt-oss_20b;78;3;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;78;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;78;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;78;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;78;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;True;;True;;
gpt-oss_20b;78;8;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;78;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;79;0;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;79;1;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;True;;
gpt-oss_20b;79;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;;
gpt-oss_20b;79;3;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;79;4;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;79;5;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;True;;
gpt-oss_20b;79;6;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;True;;
gpt-oss_20b;79;7;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;79;8;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;79;9;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;True;;True;;
gpt-oss_20b;8;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
gpt-oss_20b;8;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
gpt-oss_20b;8;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;;
gpt-oss_20b;8;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;;
gpt-oss_20b;8;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
gpt-oss_20b;8;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
gpt-oss_20b;8;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;;
gpt-oss_20b;8;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;;
gpt-oss_20b;8;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
gpt-oss_20b;8;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;;
gpt-oss_20b;80;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;80;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;True;
gpt-oss_20b;80;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;True;
gpt-oss_20b;81;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;81;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;81;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;81;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;True;
gpt-oss_20b;82;0;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
gpt-oss_20b;82;1;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;True;True;
gpt-oss_20b;82;2;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
gpt-oss_20b;82;3;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
gpt-oss_20b;82;4;True;unit tests were successful;;;;;;True;;True;True;
gpt-oss_20b;82;5;False;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;unit test failed;True;;True;True;
gpt-oss_20b;82;6;True;syntax check failed;unit tests were successful;;;;;True;;True;True;
gpt-oss_20b;82;7;True;syntax check failed;syntax check failed;unit tests were successful;;;;True;;True;True;
gpt-oss_20b;82;8;True;unit tests were successful;;;;;;True;;True;True;
gpt-oss_20b;82;9;True;unit tests were successful;;;;;;True;;True;True;
gpt-oss_20b;83;0;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;83;1;True;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;;;;True;;
gpt-oss_20b;83;2;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;83;3;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;83;4;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;83;5;True;unit tests were successful;;;;;;;;True;;
gpt-oss_20b;83;6;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;83;7;True;unit tests were successful;;;;;;;;True;;
gpt-oss_20b;83;8;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;83;9;True;syntax check failed;unit tests were successful;;;;;;;True;;
gpt-oss_20b;84;0;True;unit tests were successful;;;;;;True;;True;;
gpt-oss_20b;84;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;84;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;84;3;True;syntax check failed;unit test failed;unit tests were successful;;;;True;;True;;
gpt-oss_20b;84;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;84;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;True;;
gpt-oss_20b;84;6;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;84;7;True;syntax check failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;84;8;True;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful;;True;;True;;
gpt-oss_20b;84;9;True;unit test failed;unit tests were successful;;;;;True;;True;;
gpt-oss_20b;85;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
gpt-oss_20b;85;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;85;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;85;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
gpt-oss_20b;85;4;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
gpt-oss_20b;85;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
gpt-oss_20b;85;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
gpt-oss_20b;85;7;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;True;True;
gpt-oss_20b;85;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;True;True;
gpt-oss_20b;85;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;True;True;
gpt-oss_20b;86;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
gpt-oss_20b;86;1;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
gpt-oss_20b;86;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;;
gpt-oss_20b;86;3;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;unit test failed;syntax check failed;True;;;;
gpt-oss_20b;86;4;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
gpt-oss_20b;86;5;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;True;;;;
gpt-oss_20b;86;6;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;;;
gpt-oss_20b;86;7;False;syntax check failed;syntax check failed;unit test failed;syntax check failed;syntax check failed;unit test failed;True;;;;
gpt-oss_20b;86;8;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;True;;;;
gpt-oss_20b;86;9;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed;True;;;;
gpt-oss_20b;87;0;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;True;;True;
gpt-oss_20b;87;1;False;syntax check failed;syntax check failed;syntax check failed;;;;;True;;True;
gpt-oss_20b;87;2;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;;True;
gpt-oss_20b;87;3;False;syntax check failed;syntax check failed;syntax check failed;syntax check failed;;;;True;;True;
gpt-oss_20b;87;4;True;syntax check failed;syntax check failed;unit tests were successful;;;;;True;;True;
gpt-oss_20b;87;5;True;unit tests were successful;;;;;;;True;;True;
